見出し,表記
くりこし,繰り越し
くりこす,繰り越す
くりさげ,繰り下げ
くりさげる,繰り下げる
クリスチャン,Christian
クリスマス,Christmas・Xmas
クリスマスツリー,Christmas tree
くりだす,繰り出す
クリップ,clip
くりぬく,×刳り△貫く
くりひろげる,繰り広げる
くりょ,苦慮
くる,繰る
くる,来る
ぐる,
くるい,狂い
くるう,狂う
グループ,group
くるくる,
ぐるぐる,
くるしい,苦しい
くるしみ,苦しみ
くるしむ,苦しむ
くるしめる,苦しめる
ぐるっと,
くるぶし,×踝
くるま,車
くるまざ,車座
くるまひき,車引き・車×曳き
くるまる,
くるみ,〈×胡桃〉
ぐるみ,
くるむ,
くるめる,
くるり,
ぐるり,
くるわしい,狂わしい
くれ,暮れ
クレーン,crane
くれかかる,暮れ掛かる
くれがた,暮れ方
くれぐれ,△呉△呉
ぐれつ,愚劣
くれない,紅
クレパス,〔和〕Craypas
クレヨン,〔仏〕crayon
くれる,△呉れる
くれる,暮れる
ぐれる,
くろ,△畔
くろ,黒
くろい,黒い
くろう,苦労
ぐろう,愚×弄
くろうと,《玄人》
クローバー,clover
グローブ,glove
クロール,←crawl stroke
くろがね,△鉄
くろかみ,黒髪
くろくも,黒雲
くろざとう,黒砂糖
くろじ,黒字
くろしお,黒潮
くろずむ,黒ずむ
グロッキー,groggy
くろつち,黒土
くろふね,黒船
くろぼし,黒星
くろまく,黒幕
くろまつ,黒松
くろまめ,黒豆
くろめ,黒目
くろやき,黒焼き
くろやま,黒山
ぐろん,愚論
くろんぼ,黒ん△坊
くろんぼう,黒ん坊
くわ,桑
くわ,×鍬
くわえる,加える
くわえる,×銜える
くわしい,詳しい・△精しい・△委しい
くわだて,企て
くわだてる,企てる
くわつみ,桑摘み
くわわる,加わる
くん,訓
くん,君
ぐん,軍
ぐん,郡
ぐん,群
ぐんい,軍医
くんいく,訓育
ぐんか,軍歌
くんかい,訓戒・訓×誡
ぐんかん,軍艦
ぐんき,軍旗
ぐんきょ,群居
くんくん,
ぐんぐん,
くんこう,勲功
ぐんこう,軍港
ぐんこくしゅぎ,軍国主義
くんし,君子
くんじ,訓示
ぐんじ,軍事
くんしゅ,君主
ぐんじゅ,軍需
ぐんしゅう,群集
ぐんしゅう,群衆
ぐんしゅく,軍縮
くんしょう,勲章
くんしん,君臣
ぐんしん,群臣
ぐんじん,軍人
くんせい,×燻製・薫製
ぐんせい,軍政
ぐんぜい,軍勢
ぐんぞう,群像
ぐんぞく,軍属
ぐんたい,軍隊
くんとう,薫陶
ぐんとう,軍刀
ぐんとう,群島
くんどく,訓読
ぐんばい,軍配
ぐんばつ,軍閥
ぐんび,軍備
ぐんぶ,郡部
くんぷう,薫風
ぐんぷく,軍服
ぐんゆう,群雄
ぐんらく,群落
くんりん,君臨
くんれい,訓令
くんれん,訓練
くんわ,訓話
け,毛
け,気
け,家
げ,下
げ,
けあげる,×蹴上げる
けあな,毛穴・毛△孔
けい,径
けい,計
けい,景
けい,×罫
けい,刑
げい,芸
けいあい,敬愛
けいい,敬意
けいい,経緯
けいえい,経営
けいえん,敬遠
けいか,経過
けいが,慶賀
けいかい,軽快
けいかい,警戒
けいかく,計画
けいかん,景観
けいかん,警官
けいき,刑期
けいき,契機
けいき,計器
けいき,景気
けいきょ,軽挙
けいきんぞく,軽金属
けいく,警句
けいぐ,敬具
けいけん,経験
けいげん,軽減
けいこ,×稽古
けいご,敬語
けいご,警護
けいこう,傾向
けいこう,携行
げいごう,迎合
けいこうぎょう,軽工業
けいこうとう,蛍光灯
けいこく,渓谷・×谿谷
けいこく,警告
けいさい,掲載
けいざい,経済
けいざいてき,経済的
けいさつ,警察
けいさつしょ,警察署
けいさん,計算
けいし,軽視
けいし,×罫紙
けいじ,刑事
けいじ,掲示
けいじ,慶事
けいしき,形式
けいしきてき,形式的
けいじばん,掲示板
けいしゃ,傾斜
げいしゃ,芸者
けいじゅう,軽重
げいじゅつ,芸術
けいしょう,形象
けいしょう,軽少
けいしょう,敬称
けいしょう,景勝
けいしょう,軽症
けいしょう,軽傷
けいしょう,継承
けいしょう,警鐘
けいじょう,刑場
けいじょう,形状
けいじょう,計上
けいじょう,啓上
けいじょう,敬譲
けいしん,敬神
けいず,系図
けいすう,係数
けいすう,計数
けいせい,形成
けいせい,形勢
けいせき,形跡
けいそう,係争・×繋争
けいそう,軽装
けいそう,継走
けいぞく,継続
けいそつ,軽率
けいたい,形態
けいたい,携帯
けいだい,境内
けいちょう,軽重
けいちょう,傾聴
けいちょう,慶弔
けいてい,兄弟
けいてき,警笛
けいと,毛糸
けいど,経度
けいど,軽度
けいとう,系統
けいとう,傾倒
けいとう,鶏頭
げいとう,芸当
げいにん,芸人
げいのう,芸能
けいば,競馬
けいはく,軽薄
けいはつ,啓発
けいばつ,刑罰
けいひ,経費
けいび,警備
けいひん,景品
けいふ,系譜
けいふく,敬服
けいぶつ,景物
けいべつ,軽×蔑
けいべん,軽便
けいぼ,敬慕
けいほう,刑法
けいほう,警報
けいぼう,警防
けいみょう,軽妙
けいむしょ,刑務所
げいめい,芸名
けいもう,啓×蒙
けいやく,契約
けいゆ,経由
けいよう,形容
けいよう,掲揚
けいようし,形容詞
けいようどうし,形容動詞
けいらん,鶏卵
けいり,経理
けいりゃく,計略
けいりゅう,渓流・×谿流
けいりょう,計量
けいるい,係累・×繋累
けいれい,敬礼
けいれき,経歴
けいれつ,系列
けいれん,×痙×攣
けいろ,毛色
けいろ,経路・径路
けいろう,敬老
ケーキ,cake
ケース,case
ゲートル,〔仏〕gue＾tre
ケーブルカー,cable car
ゲーム,game
ゲームセット,←game，set and match
けおとす,×蹴落とす
けおり,毛織り
けおりもの,毛織物
けが,△怪我
げか,外科
げかい,下界
けがす,汚す・×穢す
けがにん,△怪我人
けがらわしい,汚らわしい・×穢らわしい
けがれ,汚れ・×穢れ
けがれる,汚れる・×穢れる
けがわ,毛皮
げき,劇
げきか,劇化
げきか,激化
げきが,劇画
げきしょう,激賞
げきじょう,劇場
げきじょう,激情
げきする,激する
げきせん,激戦
げきぞう,激増
げきたい,撃退
げきだん,劇団
げきつい,撃墜
げきつう,激痛・劇痛
げきてき,劇的
げきど,激怒
げきどう,激動
げきとつ,激突
げきは,撃破
げきむ,激務・劇務
げきめつ,撃滅
げきやく,劇薬
けきょけきょ,
けぎらい,毛嫌い
げきりゅう,激流
げきれい,激励
げきれつ,激烈・劇烈
げきろん,激論
げくげく,
げこう,下校
けさ,《今朝》
けさ,〔梵〕×袈×裟
げざい,下剤
げざん,下山
けし,〈×罌×粟〉・×芥子
げし,夏至
けしいん,消印
けしかける,
けしからぬ,
けしき,《景色》
けしきばむ,気色ばむ
げじげじ,
けしゴム,消しゴム
けしずみ,消し炭
けしつぶ,×芥子粒
けしとめる,消し止める
けじめ,
げしゃ,下車
げしゅく,下宿
げしゅにん,下手人
げじゅん,下旬
げじょ,下女
けしょう,化粧
けしん,化身
けす,消す
げす,下△種・下△衆・下△司
げすい,下水
けすじ,毛筋
ゲスト,guest
けずる,削る
げそく,下足
けた,×桁
げた,下△駄
けだかい,気高い
げたげた,
けだし,×蓋し
けたたましい,
けたちがい,×桁違い
げだつ,解脱
げたばき,下△駄履き
げたばこ,下△駄箱
けたはずれ,×桁外れ
けだもの,△獣
げだん,下段
けち,
けちくさい,けち臭い
けちけち,
けちらす,×蹴散らす
けちんぼう,けちん坊
けつ,決
げつ,月
けつあつ,血圧
けつい,決意
けついん,欠員・×缺員・×闕員
けつえき,血液
けつえん,血縁
けっか,欠課・×缺課
けっか,結果
げっか,月下
げっか,激化
けっかい,決壊・決×潰
けっかく,結核
けっかん,欠陥・×缺陥
けっかん,血管
げっかん,月刊
けっき,血気
けっき,決起・×蹶起
けつぎ,決議
けっきゅう,血球
げっきゅう,月給
けっきょ,穴居
けっきょく,結局
けっきん,欠勤・×缺勤
げっけい,月経
げっけいかん,月×桂冠
けっこう,欠航・×缺航
けっこう,血行
けっこう,決行
けっこう,結構
けつごう,結合
げっこう,月光
けっこん,結婚
けっさい,決済
けっさい,決裁
けっさく,傑作
けっさん,決算
けっし,決死
けつじつ,結実
けっして,決して
けっしゃ,結社
げっしゃ,月謝
けっしゅう,結集
げっしゅう,月収
けっしゅつ,傑出
けつじょ,欠如・×缺如・×闕如
けっしょう,決勝
けっしょう,結晶
けっしょく,欠食・×缺食
けっしょく,血色
げっしょく,月食・月×蝕
けっしん,決心
けっする,決する
けっせい,血清
けっせい,結成
けっせき,欠席・×缺席
けっせん,決戦
けつぜん,決然
けっそう,血相
けっそく,結束
けつぞく,血族
げっそり,
けっそん,欠損・×缺損
けったく,結託
けつだん,決断
けっちゃく,決着
ゲッツー,〔米〕get two
けってい,決定
けってん,欠点・×缺点
けっとう,血統
けっとう,決闘
けっぱく,潔白
けっぴょう,結氷
げっぷ,月賦
けつぶつ,傑物
けっぺき,潔癖
けつべつ,決別・×訣別
けつぼう,欠乏・×缺乏
げっぽう,月報
けつまずく,×蹴×躓く
けつまつ,結末
げつまつ,月末
げつよう,月曜
げつようび,月曜日
けつるい,血涙
けつれい,欠礼・×缺礼
けつれつ,決裂
けつろ,血路
けつろん,結論
けど,
けとう,毛唐
げどくざい,解毒剤
けとばす,×蹴飛ばす
けなげ,△健気
けなす,×貶す
けなみ,毛並み
げなん,下男
げに,△実に
けぬき,毛抜き
げねつざい,解熱剤
けねん,懸念
げば,下馬
けはい,気配
けばけばしい,
げばひょう,下馬評
けびょう,仮病
げひん,下品
けぶかい,毛深い
けぶる,△煙る・×烟る
けむい,煙い
けむし,毛虫
けむたい,煙たい
けむり,煙・×烟
けむる,煙る
けもの,獣
けやき,×欅
けらい,家来
げらく,下落
げらげら,
ゲラずり,ゲラ刷り
けり,
げり,下痢
ゲリラ,〔西〕guerrilla
ける,×蹴る・×蹶る
げれつ,下劣
けれど,
けれども,
けろりと,
けわしい,険しい
けん,件
けん,券
けん,県
けん,兼
けん,剣
けん,険
けん,間
けん,×腱
けん,権
けん,軒
げん,言
げん,弦
げん,減
けんあく,険悪
けんあん,懸案
げんあん,原案
けんい,権威
けんいん,検印
げんいん,原因
げんいん,減員
げんえい,幻影
けんえき,検疫
けんえき,権益
げんえき,現役
けんえつ,検閲
けんおん,検温
けんおんき,検温器
けんか,×喧×嘩
げんか,言下
げんか,原価
げんか,現下
けんかい,見解
けんかい,県会
けんがい,圏外
げんかい,限界
げんかい,厳戒
げんがい,言外
けんがく,見学
げんかく,厳格
げんがく,減額
げんがっき,弦楽器・×絃楽器
けんがん,検眼
げんかん,玄関
げんかん,厳寒
けんぎ,建議
けんぎ,嫌疑
げんき,元気
けんきゃく,健脚
けんきゅう,研究
げんきゅう,言及
けんきょ,検挙
けんきょ,謙虚
げんきょう,現況
けんきん,献金
げんきん,現金
げんきん,厳禁
げんけい,原形
げんけい,減刑
けんげん,権限
けんご,堅固
げんこ,×拳固
げんご,言語
けんこう,健康
げんこう,言行
げんこう,原稿
げんこう,現行
げんこうようし,原稿用紙
けんこく,建国
げんこく,原告
げんこつ,×拳骨
げんごろう,源五郎
げんこん,現今
けんさ,検査
けんざい,健在
げんざい,現在
げんさく,原作
けんさつ,検札
けんさつ,検察
けんさん,研×鑽
けんざん,検算・験算
げんさん,原産
げんさん,減産
げんさんち,原産地
けんし,犬歯
けんし,検視
けんし,絹糸
けんじ,健児
けんじ,堅持
けんじ,検事
げんし,原子
げんし,原始
げんし,原紙
げんじ,言辞
けんしき,見識
けんじつ,堅実
げんしつ,言質
げんじつ,現実
げんしゅ,元首
げんしゅ,厳守
けんしゅう,研修
けんじゅう,×拳銃
げんしゅう,減収
げんじゅう,厳重
げんじゅうしょ,現住所
げんじゅうち,現住地
げんじゅうみん,現住民
げんしゅく,厳粛
けんしゅつ,検出
げんしゅつ,現出
げんしょ,原書
けんしょう,健勝
けんしょう,憲章
けんしょう,懸賞
けんじょう,献上
けんじょう,謙譲
